COMP ID,S100/8123,S101/8118,S102/8145,S103/8150,S104/8162,S105/8151,S106/8079,S107/8192,S108/8103,S109/8446,S110/8096,S111/8449,S112/8459,S113/8451,S114/8452,S115/8234,S116/8209,S117/8026,S118/8490,S119/8130,S120/8477,S121/8264,S122/8134,S123/8176,S124/8220,S125/8210,S126/8135,S127/8112,S128/8202,S129/8204,S130/8507,S131/8274,S132/8297,S133/8222,S134/8546,S135/8381,S136/8391,S137/8574,S138/8047,S139/8583,S140/8013,S141/8080,S142/8621,S143/8071,S144/8417,S145/8371,S146/8430,S147/8639,S148/8242,S149/8312
,"18,268,716","14,843,580","19,524,832","10,149,899","17,605,142","33,786,044","15,945,952","22,023,894","16,499,959","16,206,735","12,594,566","21,994,372","13,197,475","17,216,132","16,688,420","12,074,540","28,158,430","10,582,512","27,412,324","24,516,728","20,062,874","19,530,756","21,137,114","21,475,144","14,939,001","12,333,033","18,229,498","22,350,178","13,268,006","24,246,284","15,796,751","18,429,016","9,041,547","11,142,608","12,799,599","15,723,563","9,225,138","25,229,120","9,500,860","23,723,128","43,153,384","23,035,324","24,890,696","14,786,842","19,116,164","13,846,341","10,706,932","13,313,918","14,937,294","15,927,307"
HMDB00134,"7,194,458","6,958,961","4,978,138","7,939,233","3,734,933","4,920,143","5,304,847","8,959,694","6,223,746","7,238,213","5,056,219","6,870,984","7,690,509","6,053,557","4,373,682","8,768,926","9,476,978","7,966,633","10,987,295","5,371,483","6,800,951","8,175,639","5,339,284","5,834,479","9,792,115","6,007,451","6,104,142","8,152,502","6,464,673","5,729,974","5,857,161","6,757,081","3,644,660","8,905,523","7,740,656","6,908,554","8,924,742","4,711,363","6,247,373","5,508,411","17,141,804","4,969,266","6,079,424","5,519,145","6,016,407","7,140,648","9,565,331","6,188,808","5,391,372","7,602,021"
HMDB05015,,,"8,242,179",,,,,,,,,,,,,,"46,255,548",,,,,,,,,,,,,,"7,604,376",,,,,,,,,,,,,,,"26,333,714",,,,
HMDB00565,"199,630","373,240",,"1,699,953","575,447","2,603,863","450,515","1,142,846","364,795","461,444",,"2,374,800","158,185","2,078,053","2,248,141","773,556","1,129,175","922,727","1,072,501","250,921","176,216",,"1,064,435","1,053,106","967,639","2,718,245",,"538,724","1,098,364",,"1,417,412","1,636,249","508,333","1,687,186","1,599,207","455,792","460,740","1,274,391","1,875,734","666,308",,,"585,365","685,420","702,569","480,755","2,783,160","564,869",,"1,429,016"
HMDB01931,"400,500","478,479","1,141,033","805,762","476,344","636,390","598,379","406,489","735,560","432,680","255,034","667,031","352,920","1,604,661","1,083,495","174,179","319,391","362,954","587,367","575,063","623,177","320,879","487,782","620,734","746,632","711,978","279,068","399,277","798,657","206,508","235,529","918,280","629,157","362,690","158,476","355,274","685,427","549,772","1,388,077","440,427","259,153","2,393,029","478,648","642,714","415,038","261,252","1,029,121","499,462","414,463","528,377"
,"53,442","68,965","118,225","286,802","82,604","118,831","46,606","33,763","70,104","32,529","19,258","79,059","48,596","182,084","105,120",,"91,891",,"196,073","93,637","126,764","46,550","54,681","85,246","153,712","134,365",,"69,093","157,297","33,078","56,670","199,841","90,910","45,797","29,112","51,637","70,841","70,129","206,566","40,525","62,274","352,267","36,064","81,105","93,446","30,039","199,130","33,057",,"52,865"
,"354,162","193,090","487,004","484,662","178,028","319,378","471,934","369,748","301,821","214,594","213,669","259,798","296,732","280,682","276,379","402,740","244,603","362,370","383,578","198,068","256,121","335,128","522,237","309,883","267,389","252,061","672,893","364,033","146,716","275,078","359,747","374,817","265,242","176,777","154,373","275,854","237,118","822,522","211,296","444,639","433,399","479,818","240,178","341,213","375,271","424,205","219,302","327,507","460,588","383,614"
HMDB29142,"988,631","1,992,348","464,070","1,231,876","386,660","219,059","481,849","1,372,020","633,275","855,839","213,358","1,272,125","380,368","851,610","111,699","289,822","1,160,000","668,704","2,575,380","1,195,870","1,468,760","838,793","1,282,160","1,099,434","2,340,034","537,801","1,279,695","1,559,045","1,325,921","1,232,479","622,162","552,741",,"1,372,406","121,812","187,461","570,176","1,234,852","1,298,583","482,749","740,843","617,167","870,234","577,654","251,751","473,993","640,072","406,982","616,131","102,664"
,"3,331,654","2,900,137","3,089,239","3,548,951","2,079,257","3,071,999","4,562,064","3,451,393","2,203,712","4,022,670","2,867,363","4,277,281","3,234,747","3,074,773","3,000,521","3,429,857","3,812,512","3,274,526","2,776,043","2,075,831","2,812,223","2,800,520","3,696,961","1,964,650","3,379,539","3,095,119","2,762,482","3,634,270","3,387,518","3,639,986","3,198,585","4,331,549","2,114,548","2,799,082","3,072,597","3,425,276","2,176,219","4,742,421","2,899,677","5,126,046","3,644,592","3,482,633","2,364,175","3,177,887","2,684,472","2,874,146","2,270,244","4,169,472","3,076,190","2,897,188"
,"2,884,679","1,952,833","2,381,809","1,407,055","2,467,524","4,881,757","3,128,893","1,422,978","2,040,348","3,594,019","3,532,257","4,152,399","3,433,140","3,431,771","3,227,431","3,274,950","5,171,588","4,127,147","2,924,708","1,705,652","3,831,149","3,474,348","3,727,788","2,962,725","4,940,669","3,292,696","2,977,281","1,655,101","3,038,208","1,001,525","2,765,237","5,322,662","2,012,854","2,748,115","4,904,871","3,726,254","3,928,675","3,079,290","4,266,957","3,705,198","2,118,870","5,887,728","2,145,310","4,266,305","2,559,975","2,268,183","3,975,841","4,633,587","3,447,534","3,448,334"
HMDB03869,"1,063,240","776,376","950,210","1,111,758","530,691","751,938","799,782","755,837","640,243","913,188","587,838","1,055,287","811,557","761,795","742,273","556,635","883,005","830,103","824,898","474,796","680,332","481,430","1,078,925","667,488","1,014,549","845,770","882,453","792,749","927,692","759,494","632,866","935,667","433,873","815,586","769,339","850,038","499,796","1,346,653","596,810","1,263,261","711,148","786,116","687,167","747,988","495,993","861,976","364,745","996,153","789,031","717,605"
HMDB11737,"752,258","847,912","1,151,925","997,725","797,516","1,002,350","1,493,214","1,052,564","287,911","497,284","782,751","1,099,355","669,012","733,392","563,047","659,213","2,229,481","1,130,542","811,784","641,284","470,721","1,254,952","848,117","291,737","1,032,486","721,103","624,270","876,859","1,054,281","703,507","859,986","987,484","441,959","672,186","442,055","816,018","395,114","1,186,417","649,750","2,006,711","693,229","561,106","191,638","649,603","715,031","893,083","776,345","978,772","735,512","677,635"
HMDB11738,"37,639,528","60,866,312","65,295,480","33,290,424","36,152,876","53,537,324","71,279,408","28,206,672","42,188,116","42,461,300","59,500,728","50,870,188","41,480,540","55,316,376","59,691,324","45,063,964","74,786,288","75,764,720","53,153,928","35,951,840","59,379,516","57,902,412","53,515,128","37,083,140","64,737,032","46,621,896","51,163,268","46,308,080","61,035,520","38,572,840","49,920,348","46,634,564","31,597,382","35,340,764","53,445,544","56,281,224","51,063,744","53,626,084","64,532,424","68,165,856","27,004,388","56,166,372","38,991,416","51,164,552","29,666,676","47,422,304","36,277,920","53,984,548","56,646,644","44,186,920"
HMDB11667,"2,591,236","6,060,891","2,693,873","3,646,750","3,464,097","4,210,822","4,365,561","1,569,128","4,832,681","3,119,020","3,340,689","4,541,896","2,273,280","4,192,806","5,244,551","2,919,344","7,190,684","6,793,177","7,925,747","3,672,543","7,797,614","3,853,634","2,650,864","3,190,920","5,434,533","4,299,277","3,862,041","2,098,659","3,822,509","3,221,105","4,720,107","3,802,486","3,281,306","2,403,252","5,660,363","3,770,506","3,272,362","7,661,016","3,927,478","3,694,580","5,101,267","5,060,646","8,237,057","4,304,134","4,399,395","4,085,483","3,555,828","3,899,533","3,600,845","3,317,382"
,"1,237,351","682,190","634,369","1,267,744","724,553","932,778","1,402,010","792,969","933,996","1,108,130","923,059","780,345","641,030","672,760","530,752","563,230","888,802","748,813","595,116","579,727","593,868","502,153","1,152,163","1,276,603","1,607,481","988,129","1,150,387","815,106","766,185","777,982","568,573","973,643","451,426","1,151,005","880,379","825,533","723,523","1,168,976","762,150","883,947","449,680","674,913","1,059,417","682,756","800,123","1,158,270","821,601","876,242","832,128","606,682"
HMDB11170,"766,025","446,152","834,209","1,122,191","487,886","785,411","755,886","965,916","313,543","407,632","539,351","795,063","582,536","579,994","563,175","679,015","1,600,989","671,899","790,237","558,788","583,956","601,165","564,424","412,389","883,158","651,425","622,547","734,296","781,721","757,486","1,015,144","1,207,569","430,096","399,229","837,890","454,498","527,692","890,154","776,024","545,643","1,594,453","670,943","491,862","408,264","567,198","568,158","870,939","620,942","490,134","765,312"
HMDB11171,"1,051,694","656,049","878,191","1,049,974","571,013","953,869","968,008","1,130,035","334,439","398,242","641,894","1,004,132","780,427","696,398","698,447","1,103,160","1,065,508","810,010","805,565","706,561","580,584","668,781","631,976","552,450","1,210,509","808,290","768,470","1,027,235","1,129,681","954,244","1,053,704","1,595,031","593,213","609,594","856,081","655,580","757,997","1,229,561","955,364","1,050,558","1,332,115","711,416","376,849","619,217","692,570","696,709","790,761","709,723","731,953","860,305"
HMDB29155,"1,373,793","1,762,864","1,162,557","1,035,999","1,215,583","1,471,717","2,965,995","1,376,879","1,072,364","1,430,478","1,313,762","2,262,322","1,437,088","1,733,280","1,956,619","2,196,406","3,900,727","1,914,889","1,314,634","1,010,450","1,495,373","1,189,483","1,349,020","1,122,980","2,029,891","1,406,143","1,665,699","1,670,694","1,876,450","1,730,106","2,140,462","2,529,781","994,272","1,196,785","1,911,829","1,825,369","1,450,182","3,087,885","2,278,838","2,461,095","2,113,049","2,251,246","1,152,260","1,629,941","1,266,029","1,917,386","1,674,312","2,418,177","1,260,642","1,455,423"
HMDB00594,"433,007","305,743","298,640","425,518","323,859","456,169","387,244","412,856","192,811","298,555","243,884","445,212","435,071","309,881","332,211","404,157","544,829","330,487","273,914","280,812","374,780","248,396","303,425","273,332","513,082","455,440","361,294","395,415","432,299","343,829","432,038","500,786","269,611","294,798","421,823","347,495","344,592","435,738","341,418","394,253","497,070","354,733","379,937","290,245","350,046","347,197","446,249","361,190","428,193","347,842"
HMDB29159,"3,327,993","3,060,203","2,403,676","3,132,906","2,635,343","2,660,149","2,889,470","2,025,549","2,538,543","3,374,042","2,043,058","2,902,221","1,921,993","2,005,905","3,070,035","1,446,433","6,826,361","3,031,108","2,568,831","1,971,859","3,381,248","2,505,772","1,784,985","2,254,867","3,702,457","3,267,559","2,535,560","2,083,548","3,468,292","2,428,262","2,571,944","4,569,781","1,766,125","1,528,098","2,589,296","2,687,093","1,988,359","4,251,467","3,273,038","3,096,342","3,615,832","4,778,119","3,452,163","2,793,710","3,183,475","3,217,206","2,260,152","3,159,933","2,437,661","2,148,652"
HMDB29160,"91,935","90,525","58,224","91,454","66,737","105,829","132,477","121,068","37,840","105,619","65,673","115,488","107,629","87,132","95,582","121,954","75,609","145,670","59,481","59,849","69,327","59,261","85,543","67,796","72,074","93,137","66,414","94,862","88,511","92,120","122,689","103,669","54,550","73,155","90,375","110,178","101,601","118,124","104,755","87,506","154,002","80,701",,"90,020","84,920","78,804","110,244","95,996","118,935","113,098"
HMDB11741,"216,915","261,480","204,956","201,424","186,421","217,239","196,309","308,828","63,114","120,726","151,509","326,208","199,688","227,925","223,894","218,809","393,391","138,808","180,610","212,487","210,988","145,063","172,819","117,954","176,482","231,411","196,851","179,309","172,158","186,468","248,483","306,208","75,565","219,140","174,555","212,569","170,685","351,234","195,038","246,039","442,515","207,469","158,752","305,619","177,767","233,049","288,906","205,478","203,987","212,394"
HMDB11172,"4,041,337","2,633,812","3,990,567","5,710,259","2,570,304","2,057,890","3,127,310","4,865,329","2,255,100","1,818,068","1,996,925","4,320,103","3,824,520","3,255,310","2,416,019","3,896,908","6,214,470","2,806,354","3,428,708","3,565,354","2,878,410","3,659,721","3,040,209","2,497,756","4,374,226","4,168,676","4,107,024","4,581,748","4,153,810","3,761,307","5,065,150","5,315,443","2,262,896","2,819,081","3,528,536","2,967,419","1,703,075","3,548,230","3,444,474","2,527,014","5,783,975","3,800,162","2,190,192","2,992,458","3,369,823","2,728,644","4,456,518","3,422,952","3,343,716","3,326,258"
,"81,527,000","49,599,096","167,200,000","49,942,028","81,287,616","75,312,128","109,005,080","170,063,536","188,406,096","61,861,464","80,307,912","37,387,240","71,181,280","83,307,456","73,265,168","34,710,024","102,911,032","71,676,304","57,579,212","98,491,624","135,297,936","45,566,316","62,348,772","70,440,168","83,354,112","91,414,880","35,203,408","83,275,848","79,035,560","65,839,096","90,898,880","99,046,656","57,159,852","98,306,104","78,814,032","117,017,056","70,414,024","112,295,112","64,116,920","27,980,164","109,585,744","100,214,696","76,322,800","135,475,840","94,795,712","82,765,808","44,253,612","89,069,984","102,902,096","78,821,448"
,,"77,325",,,,,"35,171",,,,,,"47,824",,,,,"87,830",,,,,,,,"38,117",,,"90,599","126,387",,,,,,,,,,,,,,,,,"1,073,174",,,
HMDB00152,"214,822","213,546","78,118","379,556","128,621","337,143","69,738",,"330,674",,"64,079","206,659","602,178","166,749","134,779",,"144,825",,"130,118","87,094","152,925","175,239",,"144,010","67,967","326,058","106,053","315,849","128,057","107,665","133,762","63,072",,"104,824","203,129","41,071","181,142","116,970","225,863","256,341","48,190","105,638","185,458","56,837","163,966",,"72,925","13,302,454","117,694","235,889"
,,,,,,,,,,,"197,893",,,,"134,284","114,625","1,186,921","95,130",,"64,275",,"88,514","135,275","137,531",,"121,869","26,215",,,"123,648","85,551","137,950","213,772",,"124,491","40,038","57,808",,"89,637",,"80,892","65,617","154,437",,,"244,842",,"157,338","118,622","46,418"
HMDB00625,"12,198,720","11,254,686","11,067,541","11,510,613","10,319,624","22,147,700","4,154,841","6,903,807","7,155,847","6,056,882","9,261,907","13,146,689","13,089,493","11,981,019","8,559,295","5,863,845","9,991,370","2,965,774","14,896,502","29,467,936","15,206,133","5,631,888","10,350,433","7,690,294","12,268,480","13,396,978","6,918,215","12,956,667","10,473,083","12,300,835","13,283,700","6,609,169","6,536,447","6,501,665","8,625,221","8,455,083","9,669,708","9,704,984","15,441,642","7,187,953","18,258,612","9,660,744","12,477,540","9,481,068","8,166,959","5,257,367","8,899,439","6,765,071","3,673,860","8,312,494"
HMDB00122,"1,948,891,136","2,000,076,544","2,238,945,792","983,379,264","1,814,201,472","2,559,737,856","1,731,943,168","2,368,313,856","1,944,126,208","1,646,703,744","1,948,340,352","2,057,793,408","1,743,811,200","2,010,925,952","1,945,913,856","1,697,036,544","2,236,169,984","1,527,545,216","2,402,395,648","3,658,428,416","1,893,620,480","1,987,633,536","2,252,116,224","2,316,304,128","1,957,349,120","1,783,405,824","1,911,159,936","2,369,298,176","1,848,062,336","2,658,024,192","1,996,149,120","1,984,069,248","1,663,923,456","1,844,701,312","1,520,619,008","1,861,288,320","1,616,288,128","1,997,267,584","1,677,798,528","2,171,328,256","5,510,599,168","2,011,268,352","2,077,438,464","1,786,765,824","1,928,788,096","2,120,025,216","1,610,541,056","1,716,205,184","2,011,437,696","2,127,879,296"
HMDB00127,"5,872,882","8,685,878","6,736,870","12,376,886","10,036,611","22,384,278","4,791,253","7,035,333","39,728,448","5,792,060","10,647,672","6,450,863","11,349,772","12,265,695","6,125,657","4,602,629","16,912,100","13,926,894","14,399,701","7,312,273","6,471,082","8,880,334","5,736,678","6,592,779","13,299,447","8,538,728","3,869,218","9,393,062","11,008,429","7,469,741","9,134,343","11,954,022","4,714,101","5,097,518","7,394,322","4,942,675","6,449,851","36,011,476","9,584,861","5,938,609","42,792,024","6,022,436","5,925,860","4,667,019","7,951,699","5,323,532","12,292,612","15,960,385","5,540,156","6,525,584"
,"41,111","94,329",,,"745,651","656,460",,,"85,126",,"915,732","111,687","19,739",,,,"314,842","85,895","29,025",,,"98,985",,,,"591,032",,,,,"55,618",,"33,527","128,411","60,916",,,"1,054,836","1,689,307",,,,"40,624",,,,,,"71,200",
,"96,147","591,061",,"83,372","895,438","815,255",,"151,896","106,339","122,468","2,104,505","221,400","96,340","33,298","26,115","51,239","1,663,277","220,348","53,182","44,141","64,084","334,569",,,"21,899","3,011,702",,"200,556","21,929","83,996","148,755",,"137,978","141,474","77,301",,"29,502","1,433,683","5,423,457",,"1,731,984","90,178","235,046",,"72,504","31,389","67,556","99,211","67,328","51,789"
