COMP ID,S100/8123,S101/8118,S102/8145,S103/8150,S104/8162,S105/8151,S106/8079,S107/8192,S108/8103,S109/8446,S110/8096,S111/8449,S112/8459,S113/8451,S114/8452,S115/8234,S116/8209,S117/8026,S118/8490,S119/8130,S120/8477,S121/8264,S122/8134,S123/8176,S124/8220,S125/8210,S126/8135,S127/8112,S128/8202,S129/8204,S130/8507,S131/8274,S132/8297,S133/8222,S134/8546,S135/8381,S136/8391,S137/8574,S138/8047,S139/8583,S140/8013,S141/8080,S142/8621,S143/8071,S144/8417,S145/8371,S146/8430,S147/8639,S148/8242,S149/8312
,"3,003,653","14,031,628","1,234,095","251,331","6,712,638","1,984,099","966,218","208,077","29,007",,"3,503,891","1,611,835","55,218","904,912","1,348,486","520,737","819,335","393,398","4,150,665","239,494","362,017","735,017",,"828,676","1,373,983","3,658,671","3,009,008","1,038,879","416,141","5,152,119","63,133","930,680","834,033","2,746,576","1,678,042","37,047","564,480","356,958","1,413,727","2,777,074","638,193","468,419","1,090,103","197,535","321,577","692,537","1,642,494","3,818,455","35,803","1,269,360"
HMDB62551,"1,303,607","11,964,568","3,190,655","1,426,631","2,757,979","2,974,424","1,483,147","1,386,945","324,815","79,907","4,265,996","824,066","321,186","14,667,579","2,675,073","825,655","2,849,740","3,445,780","2,869,468","2,469,775","606,416","1,989,904","504,743","2,525,745","5,032,159","591,587","6,123,135","635,925","686,112","2,976,200","214,031","2,768,264","232,896","2,528,631","5,127,083","376,243","1,615,564","1,106,343","2,188,602","2,708,073","1,886,181","1,278,407","3,034,669","549,851","759,334","2,094,537","9,932,323","2,061,285","731,117","1,941,918"
HMDB03464,"1,021,113","829,318","627,418","831,059","662,263","1,014,860","1,008,721","587,912","577,381","526,429","859,346","3,233,646","587,295","994,175","824,424","2,339,834","1,523,205","539,592","430,929","442,384","420,801","7,036,860","681,795","689,882","418,778","1,326,599","758,666","752,260","1,174,033","402,109","1,606,688","2,066,350","480,130","825,096","5,922,523","680,761","1,596,293","920,210","1,685,797","1,043,037","4,275,446","1,056,435","534,074","637,474","1,146,246","690,467","2,297,782","808,964","2,110,303","2,740,167"
HMDB02070,"2,476,585","3,065,302","1,386,344","1,437,250","2,868,700","1,387,421","1,709,234","2,598,833","1,455,376","2,789,207","2,603,781","3,078,289","2,585,264","2,415,957","1,359,862","4,105,179","2,110,852","1,824,664","2,095,050","1,455,916","1,609,251","1,713,216","1,714,459","1,377,608","1,301,375","2,061,351","1,358,516","1,697,569","1,399,504","2,002,828","2,137,011","1,292,638","2,125,496","2,601,101","1,240,400","3,451,465","1,647,758","1,380,817","1,879,794","2,822,230","1,530,316","1,261,132","1,043,149","1,627,106","2,104,026","1,520,892","4,471,076","2,027,314","1,747,885","1,570,963"
,"1,475,614","986,482","34,736,072","1,050,351","1,276,045","4,375,572","688,971","601,093","768,733","2,679,548","1,051,308","990,723","2,558,297","4,010,885","1,828,332","2,063,582","1,554,378","945,144","835,713","1,385,578","1,900,104","541,609","2,353,907","780,499","1,846,232","1,015,928","1,370,552","3,382,550","2,172,380","1,011,939","543,830","1,233,449","1,418,946","1,156,652","1,089,823","2,124,819","934,081","2,808,472","1,229,130","3,824,050","1,002,180","1,425,703","1,570,328","1,268,565","1,671,496","765,585","787,956","4,822,579","1,299,844","1,525,111"
,"129,759","462,272","29,758","249,826","119,863","120,429","224,090",,,"219,994","160,833",,"81,190","233,999","95,664",,,,,,"61,884","83,357","113,388","114,650","208,410","59,400","73,540","308,934","1,703,423",,"18,117","82,831","168,132","95,684","771,808","72,560",,"34,799","247,703","161,570",,"74,181","62,967","63,022","337,014","326,866","141,968","121,643",,"79,510"
HMDB01344,"503,724","186,013","120,852","921,448","188,402","130,785","646,719","500,383","28,053","357,646","237,300","406,174","152,865","560,603","295,809","324,869","476,083","110,232","106,477","423,740","98,705","465,369","217,160","96,561","201,711","126,707","34,897","70,909","215,152","187,213","727,975","727,877","235,236","204,331","94,914","75,131","100,474","677,835","144,844","268,589","812,356","147,322","159,571","133,422","615,822","274,343","130,431","467,178","175,794","143,555"
HMDB13678,"1,378,308","1,573,683","722,737","1,463,297","981,073","2,433,590","1,485,865","326,791","1,698,522","572,953","1,827,767","1,143,868","1,626,702","1,370,086","3,952,447","512,556","2,765,506","1,291,698","3,923,803","1,885,227","1,395,162","4,743,624","3,626,395","677,342","950,152","8,161,055","859,933","2,869,872","3,073,908","2,521,668","12,914,666","2,110,767","481,906","2,205,581","4,721,659","429,256","6,240,087","1,807,453","1,319,348","2,174,473","2,027,771","823,284","988,176","424,815","2,887,136","1,014,518","1,145,870","567,685","824,790","427,252"
HMDB00020,"338,412","175,208","149,729","265,031","309,295","579,275","591,938","264,745","344,556","844,791","652,231","486,468","222,761","245,694","401,126","170,959","317,631","511,300","285,529","283,825","180,753","1,122,162","279,475","150,018","366,501","478,024","321,045","458,515","1,114,815","981,136","3,426,645","581,062","198,080","349,492","1,763,223","207,479","435,904","384,636","950,723","159,767","453,786","308,916","175,598","242,453","494,809","397,551","318,411","177,835","599,381","217,500"
,"313,554","97,783","119,118","224,411","173,054","448,695","211,732","96,446","176,467","594,184","208,906","272,452","124,634","193,654","197,552","107,035","324,288","66,533","414,374","160,774","167,685","440,593","135,318","85,525","182,468","182,933","148,816","252,832","781,684","313,719","2,161,266","319,851","107,312","77,173","535,514","94,824","286,252","145,903","398,935","127,478","316,403","200,854","142,383","89,514","193,033","157,458","227,688","77,628","195,227","135,666"
HMDB00707,"955,305","1,443,396","1,116,032","944,531","1,107,699","1,779,688","945,648","904,832","868,591","546,654","812,262","1,196,945","489,586","760,523","1,242,987","695,256","389,409","677,790","811,381","1,094,817","821,921","565,709","917,533","1,246,796","713,794","833,454","1,561,580","703,984","729,166","827,929","939,567","985,406","881,752","762,151","1,346,443","567,256","968,512","998,194","592,977","867,637","3,649,894","785,747","1,810,739","904,445","1,169,603","1,231,816","1,007,320","831,272","617,473","1,178,129"
,"189,968","192,474","168,479","137,470","89,607","1,217,310","124,968","150,607",,"37,359","517,066","65,923","57,371","172,703","72,750","78,892","190,197","77,269","685,562","64,027","113,550","46,280",,"415,803",,"67,681","83,815","80,719","232,362","101,165","86,203","103,240",,,"313,571",,"67,551","210,193","483,825","393,486","69,670","124,666","371,212","32,736","117,680","81,733","177,571","75,850","61,764","104,944"
HMDB00695,"53,819,348","63,471,184","86,869,448","65,396,928","32,924,404","59,401,604","124,389,040","215,508,752","30,470,020","58,151,632","55,876,128","70,973,248","72,546,736","53,838,556","55,836,016","153,327,072","45,811,544","74,157,136","59,711,084","46,325,088","44,244,644","59,642,348","61,449,280","59,593,776","64,414,136","39,045,412","58,149,800","110,431,152","67,738,320","109,848,216","84,901,240","129,297,408","72,142,520","80,141,872","79,338,888","86,607,616","92,799,952","65,293,672","73,673,816","93,102,352","82,181,104","58,205,204","30,567,028","48,609,580","81,145,840","76,604,416","68,340,392","15,038,349","104,790,912","102,067,904"
,,"57,425","20,674",,"34,983","58,341","35,482","14,638",,"23,880","30,110","50,358","19,811","40,517","25,698","18,337","98,509","30,830","76,991","64,005","21,610",,,"36,740",,"30,112","40,916","16,528","29,170","22,224","26,858","188,847","63,964","27,361","29,790","37,747","27,131","37,973","37,933","73,441","81,800","20,909","27,885","22,914","37,150","18,258","22,066","55,561","113,225","26,223"
,"48,620,492","23,959,144","4,984,472","23,312,546","14,717,079","51,254,384","2,827,337","166,614","4,290,413","11,380,003","10,470,101","6,842,781","7,893,134","15,157,497","8,732,893","2,196,306","13,560,972","735,179","1,452,770","16,340,952","12,552,308","6,059,200","3,223,898","9,631,289","9,439,845","5,470,767","21,310,626","8,616,165","7,356,638","3,827,030","736,793","11,183,278","5,307,080","4,900,768","6,366,984","1,696,353","5,999,434","9,724,495","14,324,578","14,999,020","11,620,342","18,171,876","11,703,577","6,136,799","8,939,486","9,341,790","66,794,096","4,891,239","1,233,906","18,546,466"
,"1,092,287","733,023","103,876","626,431","314,240","1,383,695","23,480",,"151,830","134,617","363,327","76,334","186,640","291,494","185,453","39,008","229,345","805,976","42,071","255,604","547,458","131,634","324,579","439,302","490,566","625,549","470,085","101,356","316,774","73,145",,"145,328","197,242","193,545","275,669","20,620","118,824","336,746","148,517","476,117","328,148","451,436","375,322","55,235","296,294","247,140","2,165,346","254,404",,"282,538"
,"98,290","76,900","70,658","24,926",,"113,468",,"26,318",,"51,509","75,595","57,313","96,332",,"62,810",,"97,542","56,292","39,782",,"26,791","45,018","92,650",,"82,670",,"45,062",,,"29,951","43,363","69,400",,,"114,488",,,"20,662",,,"239,311","17,062",,"32,649","57,939","28,896","26,863",,"43,693","121,628"
,"228,561","150,300","152,316","245,096",,"273,520","185,739","145,496","191,086","185,067","150,877","102,859","259,944","163,347","160,713","151,956","194,142","388,560","240,158","150,754","278,006","145,271","261,860","129,126",,"159,877","232,001","105,736","227,442","201,183","496,732","196,371","135,644","114,295","283,395",,"337,304","51,457","218,271","176,801",,,"234,148","198,801","180,075","313,334","84,674","305,444","171,331","324,045"
,"453,458","2,184,625","329,347",,"824,099","52,584","80,888",,,,"837,249",,,,"140,483","314,734","536,887","170,823","523,645","291,383",,"603,983",,,,"1,091,838","587,223",,"116,760","662,531","25,956","308,742","20,404","327,329","432,349",,"7,225,671","122,691","35,599",,"232,108",,"304,826",,"34,226","225,467","421,304","1,709,009",,"32,072"
HMDB62775,"5,334,714","18,594,268","21,482,094","10,811,274","9,841,118","60,331,760","3,499,052","4,049,613","866,087","2,094,286","62,431,120","3,307,857","1,292,626","5,009,911","40,813,256","6,850,377","14,973,212","18,568,564","19,639,384","6,479,879","1,254,872","10,594,944","1,005,424","3,046,307","13,454,650","8,558,985","20,310,752","1,842,778","26,939,902","15,448,744","1,600,213","12,546,518","4,195,226","16,787,544","56,397,608","8,592,908","27,571,044","5,788,117","24,460,928","5,470,283","8,698,265","3,084,827","9,381,839","3,880,462","7,158,160","11,242,211","80,188,264","13,531,203","5,736,501","16,386,273"
,"619,751","94,091","210,839","1,030,340","401,959","568,677","391,549","565,424","386,745","306,249","354,979","246,406","301,084","332,896","302,275","175,812","405,513","459,473","301,898","576,223","441,167","240,330","581,385","636,547","1,041,182","991,881","502,600","729,829","386,628","230,519","341,881","632,137","340,091","696,720","719,746","783,309","421,637","629,272","251,976","161,161","246,075","578,890","658,672","598,288","297,064","944,410","177,550","384,496","307,604","209,574"
HMDB00079,"204,884","220,187","253,578","310,892","283,394","177,566","420,126","271,792","223,160","221,226","240,868","294,745","286,793","210,266","249,957","238,383","383,113","254,023","255,765","286,506","331,053","339,216","339,677","280,368","337,536","440,153","388,710","280,380","234,639","219,895","454,605","150,984","303,465","300,175","317,631","348,198","488,592","216,173","357,083","221,153","555,385","220,087","340,591","201,774","249,330","380,061","174,676","362,347","357,679","256,035"
HMDB00076,,"77,577","92,757",,"178,409","116,999","185,960","159,244","134,898","285,681","134,066","125,516","198,059",,"97,140","167,769",,"184,276","125,748","221,536","234,331","110,609","218,243",,"197,921","165,616","256,943",,"116,259","129,766","243,460",,"194,783","257,749","234,391","174,744","231,297","79,691","130,783","101,070","102,639","187,335","159,555",,"161,639","230,871","204,063","233,024","130,964","147,435"
,"4,508,652","5,041,853","4,182,649","5,458,229","4,182,401","5,099,570","3,522,015","4,089,572","2,810,973","3,617,849","3,919,658","3,871,113","4,790,207","4,445,962","3,827,969","3,147,412","5,196,115","4,286,880","4,754,719","4,577,535","5,584,280","3,763,826","4,318,705","4,650,779","6,803,203","5,549,655","3,511,530","3,115,552","4,951,911","3,650,867","5,135,796","3,859,449","3,724,133","3,410,835","6,055,264","3,544,392","4,952,480","3,958,945","3,828,121","3,632,815","4,417,650","3,482,795","6,104,246","3,829,251","3,712,356","4,390,413","4,908,521","3,660,828","4,340,621","4,286,463"
HMDB04400,"8,065,453","8,017,221","7,854,970","482,711","15,564,025","17,487,132","3,738,768","1,706,239","4,840,321","3,905,194","6,191,601","1,862,427","4,575,905","5,079,992","4,066,838",,"2,038,966",,"17,483,316","951,872","13,865,647","2,656,875","1,705,861",,"7,466,010","6,811,899","2,790,414","1,371,922","6,574,895","17,172,678","3,396,237",,,"5,754,031","12,561,950","3,420,100","969,519","2,583,946","2,133,913","6,950,990","3,675,010","532,371","1,607,194",,"7,391,024","2,620,094","9,412,972","18,275,940",,"9,223,427"
HMDB11105,"582,046","331,798","542,173",,"2,518,141","1,902,054","720,472","323,591","629,412","439,126","1,133,097","223,762","349,960","916,832","723,198","130,802","270,034",,"1,545,354","129,435","2,415,091","492,092","243,947",,"664,942","251,346","208,030",,"1,175,099","2,859,349","268,777",,"242,092","464,172","1,031,257","203,467",,"348,676",,"982,472","954,858","126,201","432,453",,"1,740,922","282,598","1,261,241","2,916,390",,"1,006,173"
,"20,945","65,903","30,051","145,596","27,366","32,142","160,412","42,434",,"39,013",,,,"102,061",,,,"64,187",,"24,380",,"72,600",,"109,621","56,966",,"118,548",,"222,720","107,685","71,760","64,360","81,201",,,"29,273",,"26,447","68,395","69,656",,"17,743",,,,"23,990",,"30,725","26,103","49,858"
,,"64,623","92,210","219,700",,,"1,062,557","123,467",,,"19,375",,,"103,371","53,895","33,720",,"79,997",,,,,"104,650",,,,"20,604",,"70,184","52,902","39,072","82,973","61,617",,,,,,"120,148","165,387",,,,,,"21,420",,"116,564","179,804","95,035"
,,"115,322","111,216",,,,"346,638","576,735",,,"380,843","19,456",,"233,805","76,792","34,740","87,335","1,560,395",,"59,987",,"623,358","186,090","44,597","44,705",,"838,780","39,845","81,838","127,625","323,267","475,131","404,619",,"387,459","112,476","203,220",,"245,708","55,257",,,,,"366,474","267,938","196,100","519,586","152,614","179,463"
,"132,270","252,554","69,772","455,227","115,946","193,599","1,944,655","574,200",,"224,533","170,148","62,201","167,967","277,325","74,225","61,687","20,440","1,504,954",,"49,540","24,132","416,985","249,896","402,069","212,216","29,128","345,649","156,353","666,748","1,064,571","440,884","69,331","153,439","102,733","252,010","303,684","51,641","179,197","453,128","421,146",,"59,876",,"80,288","169,269","263,141","67,358","175,104","320,189","313,139"
,,"288,000","480,529","193,241","176,552",,"780,121","913,580",,,"660,796",,,"624,444","184,680",,,"208,013",,,,"572,548","629,829",,"84,092",,"2,983,298",,"208,472","249,614","275,717","848,374","1,309,218",,"844,769","438,858","637,340",,"496,467","178,278",,,,,"442,143","326,812","119,446","1,262,580","769,747","432,149"
,"52,154","224,824",,"762,462","273,394","223,071","976,617","120,031",,"105,363","448,924","48,906",,"1,308,059","86,852",,,"162,609",,"617,303","88,427","172,001","740,294","102,457","256,074",,"864,462","402,970","569,858","243,855","116,089","911,987","710,032",,"55,273","102,517",,,"904,352","366,252",,,,,"40,430","55,099","72,625","858,417","160,869","374,313"
HMDB00493,"785,991","2,471,197","791,888","5,514,333","1,304,284","1,205,069","19,468,178","8,662,647","23,934","2,130,780","2,629,529","1,532,477","935,763","3,072,678","1,067,131","1,080,220","102,730","18,595,788","331,166","873,516","292,774","16,546,944","3,341,360","714,596","2,876,439","362,135","6,843,892","2,966,765","4,654,629","4,521,966","3,643,334","3,827,826","2,454,852","2,977,284","5,415,947","3,541,058","993,906","1,250,478","4,250,955","2,307,903","307,310","421,876","120,356","1,116,719","5,937,112","2,304,883","2,666,945","4,530,136","10,282,490","6,152,577"
,"44,469","140,162",,"268,160","57,023","85,968","1,106,882","181,982",,"67,213","72,002","34,173","35,937","159,409","33,464","46,853",,"623,957",,,,"210,649","107,751","69,104","93,431",,"136,495","139,672","357,402","533,872","164,395","83,650","129,217","55,651","164,461","97,969","32,992","66,632","239,458","260,044",,,,,"81,281","121,061","29,751","135,103","620,945","235,543"
,"271,935","368,362","486,964","969,185","581,076","2,757,300","314,479","471,454","183,792","434,119","974,165","1,750,917","518,222","590,258","772,537","413,724","533,130","596,491","126,548","1,983,628","664,524","482,316","1,075,369","6,785,514","1,119,538","130,205","898,411","704,946","917,922","479,682","259,558","1,880,818","1,684,006","541,111","700,831","717,225","236,101","179,193","1,351,847","224,619","944,610","860,834","2,732,595","211,695","614,299","1,560,200","706,209","1,107,033","634,853","536,307"
,"96,537","120,727","116,368","156,587","229,176","955,964","60,491","46,246","101,056",,"181,793","312,228","181,872","140,548","190,273","141,973",,"42,466","46,523","258,399","85,808","43,380","120,160","2,413,819","152,916","46,296","219,644","110,941","503,297","180,475","41,460","230,611","442,949","119,186","125,789","183,450","93,054","55,115","279,549","55,946","62,741","243,590","140,258","21,739","66,405","155,009","40,035","290,761","153,447","160,475"
,"77,007","61,202","95,379","168,507","129,103","507,575","60,029","178,969","132,432","85,820","166,463","175,833","132,758","94,022","93,685","54,322","266,300","85,241",,"187,757","58,576","39,434","119,683","2,498,190","119,444","63,969","103,963",,"196,411","59,728","62,987","210,103","239,738","80,633","92,253","218,802","74,913","44,311","136,473",,"131,348","144,511","59,490","25,856","87,183","158,107","62,899","108,736","65,963","118,177"
HMDB00529,"3,669,684","1,688,287","4,915,133","2,316,371","4,606,554","2,333,184","4,439,678","7,444,921","1,309,551","7,754,122","3,389,487","6,625,139","6,980,143","2,311,175","2,474,918","4,298,039","959,414","3,975,710","2,534,731","1,925,502","2,241,897","2,248,226","3,699,975","1,446,078","2,317,660","3,377,923","1,458,255","3,139,968","1,382,729","2,724,972","2,052,143","3,143,420","4,027,795","5,709,339","5,318,013","7,064,926","2,671,321","5,414,765","1,643,376","1,776,598","7,517,513","5,571,740","1,995,868","4,158,722","5,486,489","3,720,847","6,412,294","2,635,870","2,354,676","10,144,668"
HMDB13326,"6,637,772","968,590","4,206,582","5,173,252","5,224,774","6,023,102","3,613,629","5,638,475","4,145,564","7,769,365","5,327,101","3,103,284","13,030,435","2,580,662","3,602,559","4,050,703","1,129,806","7,559,553","4,814,634","2,630,432","4,014,785","3,129,538","5,018,122","2,296,736","5,094,128","1,983,516","3,037,502","2,017,637","2,804,390","1,803,390","4,880,971","3,345,730","6,888,664","3,281,382","6,738,036","6,016,416","3,112,530","3,246,524","2,932,478","1,456,675","9,415,679","8,150,953","4,949,490","4,262,480","7,019,499","2,328,872","1,931,505","8,805,707","3,605,706","10,393,540"
,"163,171","6,979,941","85,427",,"2,883,769",,"84,417",,,,"258,280","870,161",,"288,449",,"44,196","181,728","111,924","2,103,739",,"107,974","150,794",,"21,489",,"695,566","694,498",,"631,970","794,041","61,955","204,566",,"1,129,550","148,696","97,327","118,798","41,235",,,"1,174,457",,"225,477",,,"60,922","479,800","2,589,842",,
HMDB00525,,,"101,209","174,315","366,806","558,741","144,476","198,828",,"145,123","406,590","178,576",,"154,278",,"167,003","480,922","330,348",,"697,132","105,833",,,,"422,620",,"110,489","505,919","215,222","96,643",,"113,863","226,361",,"170,675","159,262",,,,"315,849","413,749","216,144",,,"140,507",,"270,058",,,
,"140,279",,,"110,391","185,810","163,742",,,,,"135,561",,,,"80,816","46,328",,,,"86,472",,,,"305,044","99,917",,"146,373","58,121","232,722",,"114,089","78,879",,,"66,711","34,721",,"37,960",,,,"196,987","82,753","89,681","64,794","89,477","97,960",,,"109,781"
HMDB00763,"187,245","279,787","102,538","452,723","203,586","223,499","48,198","222,563","109,478","62,188","131,469","3,678,278","161,578","232,690","150,157","107,092","330,640","121,012","398,125","325,826","329,188","115,751","303,247","131,944","231,400","138,256","209,442","134,955","271,978","193,215","277,306","109,354","137,494","206,345","105,964",,"205,324","205,596","359,801","65,512","396,008","194,223","149,119","98,071",,"124,311","360,453","59,934","112,968","111,065"
HMDB00450,"1,116,567","400,610","1,049,492","944,179","837,715","907,357","777,510","962,231","1,192,727","1,224,650","1,039,173","2,540,129","828,913","838,713","976,799","2,995,871","1,325,085","677,997","960,505","582,025","803,795","911,516","692,476","745,996","985,532","1,760,085","615,366","1,134,766","822,734","615,737","741,742","5,342,444","543,119","937,351","1,326,613","1,080,860","865,106","3,874,048","580,112","858,415","3,504,793","621,533","1,123,713","744,162","4,092,183","884,672","523,128","904,752","1,029,478","721,910"
,,,,"242,763","986,733","710,950",,"1,063,321","518,655",,"233,682",,,"461,319","936,448","304,048","301,400",,"1,599,551",,"222,165","341,179","144,989",,"1,114,993","1,278,731","252,195",,"997,869","908,254","556,054","259,090",,"948,110","1,445,282","444,112",,,"915,417","5,254,310","220,925",,"116,157",,"143,847",,"269,868","928,776",,"732,533"
HMDB01173,"1,318,918","1,076,920","997,397","1,434,023","1,156,591","1,373,801","921,345","1,410,355","912,785","1,226,161","1,016,369","1,462,885","1,692,516","1,347,659","1,147,059","1,285,144","2,739,681","1,213,544","1,451,511","1,331,748","1,143,267","1,255,724","1,191,033","1,171,882","1,889,749","1,476,222","976,023","1,612,499","1,598,385","1,152,826","1,649,914","1,538,637","1,059,198","1,307,465","1,567,744","1,328,404","1,296,420","1,236,765","1,148,043","1,044,945","2,544,087","1,561,537","1,781,159","1,326,939","1,658,316","1,473,027","1,313,362","1,343,802","1,219,622","1,266,918"
HMDB00884,"1,246,651","1,270,501","1,048,938","1,400,739","938,404","1,506,537","1,208,828","1,269,538","1,305,919","752,086","1,088,513","1,100,214","1,562,619","1,433,246","1,400,276","1,611,918","1,056,166","1,468,053","1,180,525","1,158,262","1,276,362","1,115,654","1,088,190","1,285,018","1,436,644","679,699","1,035,745","1,120,157","1,695,650","1,198,200","1,574,441","1,293,100","1,162,640","968,858","1,105,591","1,417,030","1,452,439","1,466,112","1,487,349","1,286,066","948,739","1,397,579","847,113","1,229,120","1,141,228","1,523,235","1,304,958","1,103,945","918,258","1,343,659"
HMDB00267,"41,247,296","42,456,160","54,433,180","54,068,948","34,143,920","47,391,312","66,315,488","61,922,724","35,850,024","51,935,164","69,234,968","53,357,416","61,582,448","46,991,368","39,111,408","67,326,112","58,874,032","49,174,776","60,601,520","53,815,188","45,114,320","44,824,064","37,609,536","31,522,358","44,741,128","35,559,948","40,550,892","41,162,208","49,420,620","53,636,408","63,659,488","44,860,272","32,849,930","41,981,680","63,429,676","63,853,776","57,668,736","43,103,304","63,894,880","64,253,816","67,831,568","37,694,980","42,450,916","37,883,300","34,006,932","39,777,832","63,375,680","46,618,244","49,419,372","49,056,188"
,"575,302","814,592","544,541","730,757","310,101","487,980","818,269","1,004,536","41,311","667,311","434,786","504,124","482,001","582,443","585,729","528,399","547,678","180,433","427,189","328,974","497,376","180,049","479,127","459,984","497,082","568,541","498,682","273,124","459,467","761,730","608,155","232,950","395,375","365,643","396,125","647,508","734,204","212,233","670,313","492,089","461,215","329,322","425,678","466,575","599,847","565,870","711,410","255,943","539,255","850,702"
,"6,631,714","775,911","736,017","3,084,601","3,644,838","5,144,121","1,269,353","253,713","1,371,416","1,750,444","2,133,502","2,076,554","1,220,368","652,543","1,794,825","1,098,296","2,321,947","753,889","1,790,109","3,020,906","1,108,841","2,168,423","1,271,883","2,991,992","2,206,472","1,516,378","2,580,688","2,141,370","4,901,552","2,025,971","4,010,170","2,328,009","298,000","1,139,679","1,726,132","1,424,255","986,710","2,271,696","2,635,694","667,001","207,165","3,195,853","2,208,531","2,183,592","2,515,947","1,790,171","2,305,771","792,816","1,377,004","2,095,153"
HMDB61705,"1,431,712","992,324","862,389","1,122,911","577,366","1,015,057","669,854","623,617","1,024,785","750,182","943,894","578,386","797,935","565,762","812,376","954,035","1,594,944","826,710","715,031","715,147","498,960","607,225","819,965","735,034","667,902","886,156","834,206","861,576","544,458","602,431","1,360,686","3,329,273","971,162","570,643","1,844,669","675,891","3,682,847","1,075,802","489,441","500,815","1,213,451","1,013,565","1,129,800","772,207","1,032,090","1,010,926","1,524,761","702,547","361,345","488,548"
HMDB12458,"1,872,038","1,334,272","3,052,642","1,874,894","2,272,369","2,472,396","5,402,245","11,370,360","1,578,326","2,106,321","2,369,442","3,504,321","2,321,257","3,673,138","2,631,130","3,692,667","2,725,840","2,887,388","2,161,792","2,194,278","2,624,701","2,282,502","2,733,564","1,476,355","3,322,939","1,956,103","2,661,404","1,474,537","2,663,355","4,075,592","4,568,037","1,408,445","2,610,476","4,648,009","2,182,781","3,209,582","2,826,752","2,180,886","2,631,161","2,910,862","3,434,289","2,409,118","2,317,062","2,839,024","2,899,110","3,043,494","2,140,495","2,331,127","3,051,106","2,466,965"
HMDB00032,"14,152",,,"179,737",,,,"2,211,315","41,665","324,738",,,"58,610",,"54,349",,,"119,067","186,133",,"24,191",,"64,544",,"41,878",,,,"36,925","3,679,066",,,,,,,"1,383,118",,,"72,063","46,430",,,,"94,552",,"33,353",,,
,"39,727","58,279","24,724","42,868","114,970","65,893",,,"56,041",,"225,547",,,,"52,108","60,449","26,084","119,116","38,549","20,692",,"152,502",,"134,085","70,759",,"163,498","24,758","100,963","33,734","56,522","99,531",,"31,724","155,440","19,430","22,351","171,598","22,681",,,"63,378","156,059","22,633","32,204","96,167","225,007","71,934","14,318","79,618"
HMDB00897,"3,528,832","3,467,561","2,861,659","5,402,198","5,257,784","3,956,310","3,541,364","4,834,417","2,450,959","6,182,102","3,337,520","3,733,214","5,097,868","5,253,391","4,255,932","3,318,643","6,035,933","4,836,448","4,022,564","3,931,164","5,313,282","4,472,292","4,264,995","3,360,411","5,020,217","5,766,133","4,164,048","2,857,607","4,905,086","3,360,070","4,308,589","3,056,313","3,538,989","3,890,961","4,305,775","4,916,424","4,107,940","3,083,700","5,016,906","4,712,287","7,137,352","4,292,943","5,079,978","3,383,410","3,832,156","3,832,423","4,649,811","4,923,236","4,129,875","5,707,471"
HMDB11107,,"596,559","261,301","358,099","376,282","391,288","97,175","101,034","264,439","94,958","129,689","133,262","99,452","218,450","204,980","145,280","592,210","83,715","310,006","80,369","256,018","119,889","64,545","91,920","127,317","291,171","191,003","153,421","56,963","118,316","114,912","133,096","155,542","64,736","222,123","107,892","318,280","134,659","167,313","98,188","402,278","93,999","237,918","41,844","221,509","125,738","1,674,904","122,881","79,994","287,294"
HMDB01991,"307,915","3,459,732","801,856","2,841,079","1,025,216","931,649","175,408","135,443","424,586","185,237","946,845","793,272","273,063","694,785","1,925,505","33,858","1,805,927",,"741,082","103,308","541,767","306,832","139,351","194,797","446,143","4,360,277","3,080,548","134,979","272,341","846,185","213,354",,,"308,722","891,639","369,022","101,489","120,682","497,200","761,195","192,411","812,948",,,"324,741","1,381,607","14,006,623","953,689","194,816","1,996,290"
HMDB60426,"42,251","43,937","37,766","76,351",,"126,136","48,428","77,277",,"237,559",,"53,326","100,906",,"20,440","60,694","33,152","18,204","63,143","17,218","41,109","42,768","88,006","67,213",,"113,797","20,448","65,525","56,902","33,463","69,729","85,821","53,610","131,999","204,357","120,174","105,437","90,459","64,726","40,075","53,712","57,430",,"70,231","280,364","48,493","66,913","55,204","58,431","101,260"
HMDB04704,"79,580","77,356","85,134",,,"84,325","101,926","100,305","103,039","63,699","120,357","101,472","182,074","113,117","144,120","130,373","384,030",,"39,226","68,407","98,320","67,982","87,389",,"114,344","208,883","101,538",,"101,628","80,384","110,821","196,471","220,836","69,422","140,632","60,393","283,940","187,814","151,316",,"402,741",,"76,321","61,650","80,405","60,226","224,525","122,888","68,671","249,670"
HMDB61661,"513,966","468,564","540,956","181,878","472,430",,"535,755","977,597",,"668,746","961,277","1,538,405","894,310","473,845","563,618","817,282",,"499,300","671,470","524,554","447,086","632,838","680,608","247,326","173,280","986,782","148,476","246,292","562,377","577,668","330,663","684,482","1,720,296","822,028","796,403","1,022,647","1,357,893","985,601","287,383","309,452","704,528","1,315,601","821,773","582,100","878,710","444,204","2,041,971","459,130","488,531","1,871,721"
HMDB15182,,,,,,"204,554",,,,,,,,"177,463,104",,,,,,"12,775,859",,,,,,,,,"244,394,112",,,,,,,,,,"217,020,976",,,,,,,,,,,
